img_name,x_min,y_min,x_max,y_max,label,prob,scaled_size
00000018,102.1447,447.1083,296.2302,727.6709,unknown,0.9196382164955139,(750|1333)
00000018,304.663,133.6606,563.4218,418.2493,unknown,0.893322765827179,(750|1333)
00000018,108.2554,614.4531,205.9677,731.3483,unknown,0.8894006609916687,(750|1333)
00000018,143.2125,504.6183,456.9856,752.9572,unknown,0.885861873626709,(750|1333)
00000018,99.0492,430.2144,364.1815,746.9984,person,0.8763831257820129,(750|1333)
000000000139,-64.3846,764.8824,154.9559,798.725,unknown,0.9972355961799622,(800|1201)
000000000139,32.4187,783.1221,986.3754,805.7896,unknown,0.9971975088119507,(800|1201)
000000000139,-0.8038,143.3353,6.1013,616.5537,unknown,0.9825354814529419,(800|1201)
000000000139,1125.8502,699.6915,1197.9224,796.347,unknown,0.9766013622283936,(800|1201)
000000000139,-0.46138,704.59,11.576,794.69,unknown,0.9754346013069153,(800|1201)
000000000139,93.1464,146.5184,1108.2571,650.4271,unknown,0.9716216325759888,(800|1201)
000000000139,165.5333,610.2881,226.2969,632.3638,unknown,0.9580672383308411,(800|1201)
000000000139,624.1953,367.7325,656.0339,403.7578,unknown,0.9574512839317322,(800|1201)
000000000139,49.9893,419.5497,76.0332,449.8889,unknown,0.9491080641746521,(800|1201)
000000000139,120.8178,392.1852,150.2405,450.9579,unknown,0.9465230703353882,(800|1201)
000000000139,2.5924,785.5123,51.0457,800.3392,unknown,0.9461724758148193,(800|1201)
000000000139,1039.55,542.0198,1104.1307,645.6165,unknown,0.9411149024963379,(800|1201)
000000000139,1158.6215,445.2117,1195.8906,508.0892,unknown,0.9384772777557373,(800|1201)
000000000139,443.7284,354.251,464.7511,397.9283,unknown,0.9266921281814575,(800|1201)
000000000139,921.4883,292.3477,935.361,322.9201,unknown,0.9236435294151306,(800|1201)
000000000139,965.9693,366.2641,988.3945,388.4767,unknown,0.9214567542076111,(800|1201)
000000000139,723.4355,319.4885,750.4091,378.5761,unknown,0.8890495896339417,(800|1201)
000000000139,786.4932,291.2951,878.9576,562.4633,person,0.878781259059906,(800|1201)
000000000139,87.4802,400.4344,117.4457,452.3157,unknown,0.8783242702484131,(800|1201)
000000000139,743.567,381.3119,773.3974,410.5652,unknown,0.8689335584640503,(800|1201)
000000000285,-2.611,94.8337,795.4922,865.1984,bear,0.9093710780143738,(873|800)
000000000632,993.9578,692.4521,1060.5775,793.8474,unknown,0.9731913805007935,(800|1060)
000000000632,1042.2279,130.8283,1061.5889,711.8202,unknown,0.96466064453125,(800|1060)
000000000632,47.2772,124.1969,1014.9486,677.5892,unknown,0.9646297097206116,(800|1060)
000000000632,835.48,487.1515,852.0716,507.2609,unknown,0.9646064043045044,(800|1060)
000000000632,253.4113,360.0764,297.3894,378.7635,unknown,0.9634181261062622,(800|1060)
000000000632,9.1602,481.1124,274.0735,556.0066,unknown,0.9546595811843872,(800|1060)
000000000632,1042.7755,186.1132,1060.3141,267.16,unknown,0.9419338703155518,(800|1060)
000000000632,301.4841,172.1823,318.726,196.7569,unknown,0.9345836639404297,(800|1060)
000000000632,194.9185,359.0767,230.4195,386.4474,unknown,0.9318398833274841,(800|1060)
000000000632,1040.0627,180.2347,1061.1748,213.5788,unknown,0.9187845587730408,(800|1060)
000000000632,425.5614,378.2944,446.8538,401.0242,unknown,0.8979437947273254,(800|1060)
000000000632,406.084,444.7521,442.1544,516.7851,unknown,0.8958423733711243,(800|1060)
000000000632,840.2246,-1.4515,890.7416,24.8832,unknown,0.8834793567657471,(800|1060)
000000000632,811.1852,149.3295,849.0612,184.7838,unknown,0.8351627588272095,(800|1060)
000000000632,699.7566,66.9772,773.2704,236.199,unknown,0.8337116837501526,(800|1060)
000000000632,122.0741,214.2297,158.5851,388.015,unknown,0.8273897767066956,(800|1060)
000000000632,15.6409,449.2805,75.66,484.2596,unknown,0.8240134716033936,(800|1060)
000000000632,447.7423,391.6177,635.6658,478.0015,unknown,0.8196221590042114,(800|1060)
000000000724,108.2221,560.9542,236.3336,673.401,unknown,0.8368163108825684,(1066|800)
000000000724,566.7623,554.8888,769.588,607.4825,unknown,0.8253066539764404,(1066|800)
000000000724,357.282,571.8439,382.1989,585.8071,unknown,0.8116328120231628,(1066|800)
000000000724,37.0742,597.8313,109.9348,667.2574,unknown,0.8022329807281494,(1066|800)
000000000776,1.5536,1.4292,801.5491,1197.3304,unknown,0.8239322900772095,(1196|800)
000000000776,-20.6611,-0.5505,183.4078,15.2322,unknown,0.8208302855491638,(1196|800)
000000000776,635.9349,30.9399,795.2438,1226.8529,unknown,0.8069740533828735,(1196|800)
000000000785,491.8832,118.9046,502.9785,128.3803,unknown,0.9742481708526611,(800|1204)
000000000785,522.8867,82.9727,961.6984,732.8856,person,0.9587799310684204,(800|1204)
000000000802,337.6599,426.569,362.1521,449.0329,unknown,0.9337087273597717,(1207|800)
000000000802,398.7648,403.9917,413.0312,440.9773,unknown,0.9288414716720581,(1207|800)
000000000872,206.6658,280.5395,552.8522,764.0247,unknown,0.8295729756355286,(824|800)
000000000872,191.707,141.6514,570.8917,756.8983,unknown,0.812969982624054,(824|800)
000000000872,248.4682,136.2582,571.2299,756.841,unknown,0.7968196868896484,(824|800)
000000000872,380.0681,126.3063,568.4759,575.188,unknown,0.7348043918609619,(824|800)
000000000885,494.93,0.038809,556.06,13.705,unknown,0.8348321318626404,(800|1199)
000000000885,299.95,-0.021584,368.98,10.573,unknown,0.8246744871139526,(800|1199)
000000000885,-10.568,-0.14053,1171.2,26.061,unknown,0.8212222456932068,(800|1199)
000000000885,514.6151,344.3368,779.3002,745.0865,person,0.8033521771430969,(800|1199)
000000000885,612.13,0.057016,724.01,15.48,unknown,0.7880611419677734,(800|1199)
000000000885,69.9502,-0.5982,109.4184,7.7666,unknown,0.7806684374809265,(800|1199)
000000000885,0.1995,-1.0528,31.9088,10.1382,unknown,0.7615333795547485,(800|1199)
000000000885,935.29,-0.77433,1030.8,27.456,unknown,0.7574276328086853,(800|1199)
000000000885,105.89,-0.21755,222.57,16.075,unknown,0.7181341052055359,(800|1199)
000000001000,342.67,298.8996,484.0204,696.9842,unknown,0.8965815305709839,(800|1066)
000000001000,567.4755,42.1005,1023.6947,441.9172,unknown,0.8951819539070129,(800|1066)
000000001000,343.0594,292.1699,496.2162,703.2545,person,0.8931524753570557,(800|1066)
000000001000,657.3411,277.1709,781.5156,788.8966,unknown,0.8915542364120483,(800|1066)
000000001000,183.3462,254.0004,900.8967,776.0966,unknown,0.8786783814430237,(800|1066)
000000001000,77.9749,306.9549,188.2587,665.0579,person,0.874119758605957,(800|1066)
000000001000,444.4524,160.3279,591.2601,684.9379,person,0.8636180758476257,(800|1066)
000000001000,649.2338,257.2464,778.2042,799.0985,person,0.8531491756439209,(800|1066)
000000001000,584.6262,206.3203,716.3724,371.4295,unknown,0.8395627737045288,(800|1066)
000000001000,690.5911,351.0443,876.7979,797.5667,person,0.8288259506225586,(800|1066)
000000001000,673.8914,196.094,741.4248,281.5484,unknown,0.8222982883453369,(800|1066)
000000001000,565.5371,10.3038,1027.135,426.4402,unknown,0.8218936324119568,(800|1066)
000000001000,723.3788,170.8448,836.4703,452.3145,unknown,0.8164774775505066,(800|1066)
000000001000,563.0459,41.8792,1027.6075,409.0932,unknown,0.7895800471305847,(800|1066)
000000001000,724.8169,176.3279,830.7957,376.3355,person,0.7607747316360474,(800|1066)
000000001000,325.9463,197.0786,454.0878,472.7882,unknown,0.7160376310348511,(800|1066)
000000001000,302.4396,196.2559,458.5963,660.6827,person,0.7136049270629883,(800|1066)
000000001268,751.0027,382.2697,879.2434,552.2236,person,0.9115873575210571,(800|1199)
000000001268,41.3881,212.4242,1153.8049,343.8068,unknown,0.8949519991874695,(800|1199)
000000001268,44.7196,396.1505,144.6704,531.6354,person,0.8937573432922363,(800|1199)
000000001268,15.1734,272.4638,308.8493,409.1067,unknown,0.8607189059257507,(800|1199)
000000001268,355.6564,420.1082,498.1883,492.5879,bird,0.8561690449714661,(800|1199)
000000001268,-1.9033,391.4341,54.7665,532.8812,person,0.8383550047874451,(800|1199)
000000001268,208.5223,242.6094,503.501,273.142,unknown,0.8155117034912109,(800|1199)
000000001268,725.4515,258.7296,874.1014,303.3363,unknown,0.809580385684967,(800|1199)
000000001268,736.0963,251.9796,788.4487,272.6611,unknown,0.80873703956604,(800|1199)
000000001268,134.1624,245.8418,196.3162,266.0993,unknown,0.8063463568687439,(800|1199)
000000001268,355.2042,219.0588,384.2903,227.747,unknown,0.8060387372970581,(800|1199)
000000001296,-0.34155,93.813,164.9,660.76,unknown,0.7603186368942261,(1199|800)
000000001296,-3.438,893.3365,116.0263,1205.2548,unknown,0.7463685870170593,(1199|800)
000000001296,690.0642,61.9355,798.3264,602.0789,unknown,0.7298383712768555,(1199|800)
000000001296,-4.5472,340.0014,138.6855,782.9523,unknown,0.7144184112548828,(1199|800)
000000001353,-46.61,510.3569,125.138,1193.899,unknown,0.9968819618225098,(1066|800)
000000001353,737.2314,958.8245,809.7816,1060.7867,unknown,0.9694235324859619,(1066|800)
000000001353,3.5819,148.5192,795.3613,710.5824,unknown,0.9249393343925476,(1066|800)
000000001353,446.3817,266.8152,555.3596,367.9411,unknown,0.9174533486366272,(1066|800)
000000001353,-0.19357,266.39,19.626,436.59,unknown,0.876457154750824,(1066|800)
000000001353,-0.14848,294.9,8.9751,559.02,unknown,0.8741241693496704,(1066|800)
000000001353,290.7125,372.3383,565.4942,814.8254,person,0.8619179725646973,(1066|800)
000000001425,263.149,158.889,446.9049,283.8065,unknown,0.819969654083252,(800|1000)
000000001425,10.9615,284.0314,395.8608,489.4435,unknown,0.812332272529602,(800|1000)
000000001490,803.4162,156.4099,839.3032,166.0518,unknown,0.9087257981300354,(656|1332)
000000001490,842.4882,156.9059,891.8702,169.1421,unknown,0.8649490475654602,(656|1332)
000000001503,901.1061,309.2497,1071.729,496.8588,unknown,0.8617939949035645,(800|1066)
000000001503,956.6587,246.2319,1072.7526,504.1685,unknown,0.8594430088996887,(800|1066)
000000001503,1017.9,-0.36848,1066.6,108.65,unknown,0.8381156921386719,(800|1066)
000000001503,930.0197,308.725,1070.3928,503.5331,unknown,0.8145704865455627,(800|1066)
000000001503,1020.0316,7.1991,1067.2905,121.7219,unknown,0.8123956322669983,(800|1066)
000000001532,1060.4009,319.4755,1066.4425,356.6437,unknown,0.9475540518760681,(800|1066)
000000001532,1004.6597,750.1318,1064.8857,796.7936,unknown,0.9379678964614868,(800|1066)
000000001532,3.0732,-0.7638,1062.6,730.92,unknown,0.9223868250846863,(800|1066)
000000001532,846.2016,350.4479,866.1969,362.5645,unknown,0.9221482872962952,(800|1066)
000000001532,340.8596,220.394,369.7831,234.4049,unknown,0.9115620851516724,(800|1066)
000000001532,0.13584,629.7,193.71,799.27,car,0.874208390712738,(800|1066)
000000001532,710.6086,661.882,818.3842,757.4594,car,0.828377366065979,(800|1066)
000000001532,35.4164,622.0837,1029.6481,766.321,unknown,0.8135095834732056,(800|1066)
000000001584,490.171,-5.4922,558.1566,14.512,unknown,0.9984623193740845,(800|800)
000000001584,597.8915,630.5244,721.4269,788.0906,unknown,0.9982950091362,(800|800)
000000001584,361.0579,-1.4298,464.0086,2.3805,unknown,0.9977840781211853,(800|800)
000000001584,193.5761,719.3757,331.3616,794.7114,unknown,0.9977254271507263,(800|800)
000000001584,654.281,647.2844,764.1971,748.8885,unknown,0.996738612651825,(800|800)
000000001584,663.6061,161.4579,762.1378,245.4994,unknown,0.9964513778686523,(800|800)
000000001584,51.8629,-195.0689,91.6662,563.0099,unknown,0.9868109822273254,(800|800)
000000001584,788.7407,461.5582,800.6166,718.6876,unknown,0.9037150740623474,(800|800)
000000001584,88.1969,17.5007,116.9272,42.7928,unknown,0.886718213558197,(800|800)
000000001584,274.6729,27.294,298.2208,53.8168,unknown,0.8659135699272156,(800|800)
000000001584,175.7276,115.0369,678.0568,705.2429,bus,0.8640538454055786,(800|800)
000000001584,99.2888,490.739,126.8647,562.9027,person,0.8572160005569458,(800|800)
000000001584,656.7728,410.9758,742.2374,502.8253,bus,0.8073652386665344,(800|800)
000000001584,740.717,419.8835,797.9769,534.7476,unknown,0.8036440014839172,(800|800)
000000001675,4.9264,587.6936,105.0748,676.09,unknown,0.8433444499969482,(800|1066)
000000001675,0.0073705,14.688,1065.6,521.35,cat,0.8389188647270203,(800|1066)
000000001761,579.4618,966.6305,608.1629,982.2126,unknown,0.873406171798706,(1199|800)
000000001761,26.8937,1131.2125,51.3598,1181.6429,unknown,0.8642488718032837,(1199|800)
000000001761,495.2782,1165.3363,552.8005,1191.7445,unknown,0.8553506135940552,(1199|800)
000000001761,239.8876,1176.1417,273.0177,1192.2241,unknown,0.8486302495002747,(1199|800)
000000001761,519.6553,258.123,625.8312,348.6286,aeroplane,0.8450457453727722,(1199|800)
000000001761,445.0627,957.1552,473.5303,970.9296,unknown,0.8290618062019348,(1199|800)
000000001761,106.5097,1157.9504,169.6418,1200.166,unknown,0.8174963593482971,(1199|800)
000000001818,632.7253,4.3384,1207.6558,780.3233,unknown,0.8704121708869934,(800|1204)
000000001993,672.19,-0.14457,854.52,6.6742,unknown,0.9978216886520386,(800|1221)
000000001993,556.12,0.17221,730.35,5.9705,unknown,0.9976980090141296,(800|1221)
000000001993,159.6301,337.9608,185.1089,401.9507,unknown,0.924367368221283,(800|1221)
000000001993,574.0309,372.2572,1147.5077,789.5907,unknown,0.8223732709884644,(800|1221)
000000002006,2.0316,86.3132,32.4437,156.1884,unknown,0.9454108476638794,(800|1066)
000000002006,-0.12607,411.05,2.5518,562.8,unknown,0.9416300058364868,(800|1066)
000000002006,85.0937,104.1615,109.9344,146.0703,unknown,0.9281415939331055,(800|1066)
000000002006,67.7193,133.1855,1010.171,704.9745,bus,0.9174097180366516,(800|1066)
000000002006,14.9247,89.206,49.1078,131.1222,unknown,0.9014018774032593,(800|1066)
000000002006,9.4256,415.5756,83.4259,600.6359,person,0.8861920237541199,(800|1066)
000000002006,216.1486,108.2559,235.6338,146.511,unknown,0.8844415545463562,(800|1066)
000000002006,521.5077,311.4739,632.6191,412.6963,person,0.8822576403617859,(800|1066)
000000002149,826.234,279.5183,871.3931,356.1684,unknown,0.9311280250549316,(800|1199)
000000002149,1062.0559,10.9749,1189.0757,329.3679,unknown,0.9028956294059753,(800|1199)
000000002153,615.1671,343.8996,728.3629,571.6041,unknown,0.8449670672416687,(800|1066)
000000002153,515.3499,487.9989,578.2311,608.2587,unknown,0.8361470103263855,(800|1066)
000000002153,609.303,337.4809,726.9529,544.5508,unknown,0.8356330990791321,(800|1066)
000000002153,458.2441,507.9758,671.2961,725.5303,unknown,0.7532274723052979,(800|1066)
000000002153,458.1958,497.8665,584.078,722.097,person,0.7327841520309448,(800|1066)
