BBOX: tensor([184.0376, 257.0891, 296.7136, 345.2875]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([394.3662, 232.6937, 475.1174, 315.2625]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([461.9719, 238.3235, 507.0422, 283.3609]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([ 460.0939,  690.5750,  662.9108, 1107.1718]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([576.5258, 236.4469, 587.7934, 281.4844]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([535.2113, 242.0766, 548.3568, 272.1016]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([360.5633, 251.4594, 368.0751, 273.9781]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([302.3474, 253.3359, 311.7371, 277.7312]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([369.9530, 251.4594, 379.3427, 273.9781]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([567.1361, 240.2000, 576.5258, 279.6078]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([691.0798, 230.8172, 728.6385, 343.4109]), LABEL: person (ID: 18), PROB: 1.0
IMAGE_INFO: 1201, 800
