BBOX: tensor([594.6281, 301.6667, 614.6155, 313.3333]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([592.9625, 298.3333, 612.9501, 308.3333]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([537.9969, 295.0000, 571.3094, 331.6667]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([  0.0000,   0.0000, 306.4750, 418.3333]), LABEL: bus (ID: 4), PROB: 1.0
BBOX: tensor([309.8062, 485.0000, 449.7188, 763.3333]), LABEL: bicycle (ID: 1), PROB: 1.0
BBOX: tensor([443.0562, 398.3333, 501.3531, 556.6666]), LABEL: bicycle (ID: 1), PROB: 1.0
BBOX: tensor([456.3813,   0.0000, 509.6812,  56.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([734.5406, 133.3333, 764.5219, 193.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([807.8281, 278.3333, 857.7969, 376.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([288.1531, 261.6667, 459.7125, 743.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([411.4094, 263.3333, 519.6750, 528.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([529.6688, 296.6667, 561.3156, 393.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([489.6938, 281.6667, 549.6562, 493.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([526.3375, 406.6667, 539.6625, 448.3334]), LABEL: bicycle (ID: 1), PROB: 1.0
BBOX: tensor([576.3062, 303.3333, 594.6281, 315.0000]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([679.5751, 205.0000, 692.9000, 231.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([  1.6656, 186.6667, 341.4531, 798.3334]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([839.4750, 283.3333, 857.7969, 320.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([852.8000, 280.0000, 869.4562, 325.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([776.1812, 285.0000, 787.8407, 315.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([727.8781, 298.3333, 739.5374, 326.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([852.8000, 286.6666, 861.1281, 310.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 74.9531, 685.0000, 159.9000, 801.6666]), LABEL: bicycle (ID: 1), PROB: 1.0
BBOX: tensor([374.7657, 221.6667, 393.0875, 250.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([776.1812, 248.3333, 787.8407, 261.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([607.9531, 270.0000, 617.9468, 283.3333]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1066
