BBOX: tensor([ 402.5875,  344.4705, 1025.2812,  762.3530]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([701.7062, 485.6471, 760.0250, 606.1177]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([594.4750, 363.2941, 624.5750, 412.2353]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([577.5438, 502.5882, 637.7438, 630.5883]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([573.7813, 448.0000, 622.6938, 508.2353]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([645.2687, 365.1765, 681.0125, 429.1765]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([618.9313, 321.8824, 637.7438, 346.3529]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 741.2125,  256.0000, 1064.7875,  717.1765]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 15.0500, 244.7059, 210.7000, 519.5294]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([778.8375, 267.2941, 844.6813, 448.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([573.7812, 222.1176, 797.6500, 436.7059]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([615.1687, 393.4117, 649.0312, 472.4706]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([596.3563, 361.4118, 624.5750, 376.4706]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([682.8938, 374.5882, 714.8750, 440.4706]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([  3.7625, 370.8235, 116.6375, 585.4117]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 92.1813, 340.7059, 221.9875, 534.5883]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([472.1938, 244.7059, 613.2875, 423.5294]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([716.7563, 240.9412, 782.6000, 372.7059]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([242.6812, 254.1177, 293.4750, 303.0588]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([191.8875, 257.8824, 253.9688, 348.2353]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([788.2437, 350.1176, 852.2062, 457.4118]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([349.9125, 239.0588, 639.6250, 564.7059]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([109.1125, 338.8235, 481.6000, 792.4706]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 547.4438,  280.4706, 1205.8812,  792.4706]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([611.4062, 624.9412, 746.8562, 743.5294]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([650.9125, 336.9412, 673.4875, 365.1765]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 67.7250, 323.7647,  88.4188, 353.8824]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([628.3375, 478.1176, 684.7750, 540.2353]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([  1.8812, 632.4705, 120.4000, 796.2353]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([242.6813, 272.9412, 361.2000, 363.2941]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000, 333.1765, 240.8000, 421.6471]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([  0.0000, 269.1765,  71.4875, 357.6471]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([750.6187, 344.4706, 758.1437, 416.0000]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1204
