BBOX: tensor([ 230.8172,  227.2300, 1007.7140,  801.8780]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([806.9219, 655.3991, 893.2437, 738.0282]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([380.9422, 754.9296, 409.0906, 801.8780]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([463.5109, 411.2676, 512.3016, 446.9483]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([317.1391, 653.5211, 459.7578, 666.6666]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([835.0703, 670.4225, 938.2812, 758.6854]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([795.6625, 649.7652, 904.5031, 685.4460]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([463.5109, 411.2676, 510.4250, 446.9483]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([596.7469, 651.6432, 782.5266, 801.8780]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([482.2766, 454.4601, 628.6484, 557.7465]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([551.7094, 292.9577, 645.5375, 334.2723]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([831.3173, 762.4413, 983.3188, 801.8780]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([583.6110, 356.8075, 664.3032, 407.5117]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([570.4750, 403.7559, 675.5625, 450.7042]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([555.4625, 120.1878, 675.5625, 246.0094]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000, 315.4930, 243.9531, 788.7324]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([125.7297, 283.5680, 332.1516, 769.9529]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 913.8859,  249.7653, 1202.8766,  801.8780]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 851.9594,  345.5399, 1003.9609,  646.0094]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([741.2422, 257.2770, 857.5891, 471.3615]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([350.9172, 249.7652, 444.7453, 448.8263]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([412.8438, 146.4789, 497.2891, 326.7606]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([711.2172, 118.3098, 863.2188, 375.5869]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([694.3281, 142.7230, 765.6375, 317.3709]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([425.9797, 227.2300, 523.5609, 405.6338]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([424.1031,  58.2160, 527.3140, 223.4742]), LABEL: person (ID: 18), PROB: 1.0
