BBOX: tensor([310.2125, 472.8972, 351.3250, 491.5888]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([123.3375, 388.7850, 158.8438, 422.4299]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([822.2500, 555.1402, 904.4750, 590.6542]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 543.8062,  370.0934, 1117.5125,  542.0561]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([543.8062, 373.8318, 553.1500, 388.7850]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([478.4000, 314.0187, 702.6500, 788.7850]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 702.6500,  295.3271, 1001.6500,  786.9159]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([216.7750, 314.0186, 487.7437, 790.6542]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000, 282.2430, 300.8687, 800.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000, 276.6355,  82.2250, 633.6448]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 973.6188,  357.0093, 1197.8689,  792.5234]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([495.2188, 571.9626, 670.8812, 633.6448]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([218.6438, 521.4953, 469.0562, 631.7757]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 975.4875,  568.2244, 1175.4437,  644.8598]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1196
