BBOX: tensor([862.7938, 478.3333, 954.4031, 698.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([924.4218, 486.6667, 996.0438, 653.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([802.8312, 483.3333, 836.1437, 571.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([824.4844, 481.6667, 844.4719, 508.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([616.2812, 488.3333, 691.2344, 589.9999]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([612.9500, 483.3333, 636.2687, 558.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([556.3188, 488.3333, 576.3062, 564.9999]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000, 481.6667,  78.2844, 643.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([  0.0000, 463.3333,  43.3062, 708.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([709.5562, 486.6667, 846.1376, 758.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1044.3468,  471.6667, 1067.6656,  618.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([649.5938, 724.9999, 849.4688, 783.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([571.3094, 510.0000, 581.3032, 563.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([707.8907, 491.6666, 736.2062, 596.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([301.4781, 353.3333, 309.8062, 391.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([641.2656, 500.0000, 676.2437, 531.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([972.7250, 498.3333, 999.3750, 516.6666]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([841.1406, 491.6667, 879.4500, 628.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([871.1219, 670.0000, 939.4125, 710.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([924.4218, 650.0000, 996.0438, 675.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([634.6031, 580.0000, 676.2437, 590.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 666.2500,  485.0000, 1016.0312,  791.6666]), LABEL: person (ID: 18), PROB: 1.0
IMAGE_INFO: 800, 1066
