BBOX: tensor([521.3406, 413.3333, 861.1281, 526.6666]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([679.5750, 390.0000, 802.8312, 451.6666]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([541.3282, 380.0000, 586.3000, 410.0000]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([652.9250, 323.3333, 974.3907, 445.0000]), LABEL: truck (ID: 17), PROB: 1.0
BBOX: tensor([789.5063, 183.3333, 849.4688, 280.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([1012.7001,  383.3333, 1064.3344,  500.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([719.5500, 398.3333, 737.8719, 415.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([857.7968, 321.6667, 884.4468, 355.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([842.8062, 323.3333, 864.4594, 355.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([  0.0000, 353.3333, 318.1344, 640.0000]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([  6.6625, 270.0000,  31.6469, 316.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([358.1093, 330.0000, 379.7625, 353.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([604.6219, 380.0000, 629.6063, 411.6666]), LABEL: person (ID: 18), PROB: 1.0
IMAGE_INFO: 800, 1066
