BBOX: tensor([386.5719, 165.2582, 467.2641, 229.1080]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([825.6875, 182.1596, 880.1078, 283.5681]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([551.7094, 191.5493, 585.4874, 264.7887]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 16.8891, 304.2253,  88.1984, 418.7793]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([358.4234, 285.4460, 390.3250, 311.7371]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([636.1547, 169.0141, 653.0438, 182.1596]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([649.2906, 172.7700, 684.9453, 208.4507]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([797.5391, 157.7465, 835.0703, 214.0845]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([624.8954, 155.8686, 645.5375, 165.2582]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([561.0922, 167.1361, 609.8828, 199.0610]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([  0.0000, 191.5493,  95.7047, 585.9155]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 35.6547,  48.8263, 273.9781, 460.0939]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([394.0781, 161.5023, 469.1406, 202.8169]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([594.8703, 632.8638, 773.1437, 747.4179]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([546.0797, 664.7887, 823.8110, 801.8779]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([812.5516, 711.7371, 866.9719, 769.9529]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 771.2672,  610.3286, 1112.8015,  801.8780]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([1062.1344,  608.4507, 1101.5421,  647.8873]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([643.6610, 587.7934, 683.0688, 625.3522]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([728.1063, 518.3098, 917.6391, 627.2300]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 943.9109,  578.4037, 1202.8766,  704.2253]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([611.7593, 570.8920, 647.4141, 615.9624]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([1062.1344,  713.6151, 1202.8767,  790.6103]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([  0.0000, 646.0093, 135.1125, 788.7324]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 75.0625, 636.6197, 367.8062, 794.3661]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([358.4234, 373.7089, 474.7703, 394.3662]), LABEL: unknown (ID: 80), PROB: 1.0
