BBOX: tensor([515.1954, 365.3396, 539.5500, 402.8103]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 904.8703,  668.8525, 1037.8843,  785.0118]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([277.2688, 252.9274, 723.1469, 785.0117]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 721.2734,  322.2483, 1200.8734,  800.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  1.8734, 269.7893, 376.5609, 790.6323]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([194.8375, 301.6393, 310.9906, 586.4169]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([676.3110, 286.6511, 807.4516, 517.0961]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([288.5094, 301.6394, 404.6625, 410.3045]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([816.8188, 296.0187, 882.3891, 402.8103]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([783.0969, 340.9836, 880.5156, 429.0398]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([859.9078, 292.2717, 944.2125, 406.5574]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([176.1031, 288.5246, 247.2937, 423.4193]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000, 344.7307,  54.3297, 451.5222]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1079.1000,  644.4965, 1193.3798,  786.8853]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1199
