BBOX: tensor([236.5187, 603.3333, 303.1437, 728.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([936.0812, 568.3333, 996.0438, 751.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([919.4249, 610.0000, 939.4124, 666.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([622.9437, 656.6666, 656.2562, 711.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([709.5562, 585.0001, 759.5250, 700.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([439.7250, 631.6667, 449.7187, 663.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([569.6437, 616.6666, 581.3030, 648.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([366.4375, 636.6667, 426.4000, 713.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([259.8375, 671.6666, 376.4312, 723.3334]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([173.2250, 670.0000, 208.2031, 730.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 51.6344, 690.0000, 194.8781, 755.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([346.4500, 270.0000, 409.7437, 315.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([677.9093, 418.3333, 701.2281, 430.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([592.9625, 401.6666, 614.6157, 418.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([443.0562, 478.3333, 479.7000, 506.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([657.9219, 358.3333, 686.2375, 376.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([711.2218, 446.6666, 784.5093, 514.9999]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([607.9531, 313.3333, 629.6063, 331.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 944.4094,  440.0000, 1062.6687,  506.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([458.0469, 401.6666, 569.6437, 431.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([484.6969, 490.0000, 564.6469, 511.6666]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([874.4531, 235.0000, 901.1030, 270.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([1036.0187,  718.3333, 1067.6656,  753.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([454.7156, 373.3333, 479.7000, 388.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([771.1844, 648.3334, 827.8156, 781.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([739.5375, 276.6667, 764.5219, 288.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([669.5812, 638.3333, 716.2188, 714.9999]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 996.0438,  595.0000, 1044.3468,  753.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([203.2063, 643.3333, 216.5312, 676.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 11.6594, 616.6666, 834.4781, 738.3334]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  58.2969,  176.6666, 1066.0000,  800.0000]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1066
