BBOX: tensor([245.0000, 651.2593, 708.3333, 806.1625]), LABEL: bicycle (ID: 1), PROB: 1.0
BBOX: tensor([325.0000, 321.4656, 635.0001, 479.7000]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([ 76.6667, 328.1281, 178.3333, 401.4156]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([281.6667, 271.4969, 396.6667, 398.0844]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([ 90.0000, 444.7218, 225.0000, 647.9280]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([320.0000, 309.8062, 418.3333, 461.3781]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([243.3333, 439.7250, 260.0000, 458.0468]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([371.6667,  49.9688, 801.6666, 478.0344]), LABEL: truck (ID: 17), PROB: 1.0
BBOX: tensor([153.3333, 509.6812, 195.0000, 656.2563]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([163.3333, 501.3531, 271.6667, 637.9344]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([165.0000, 534.6656, 266.6667, 639.6000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 21.6667, 323.1313,  46.6667, 341.4531]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([191.6667, 411.4094, 338.3333, 677.9094]), LABEL: person (ID: 18), PROB: 1.0
IMAGE_INFO: 1066, 800
