BBOX: tensor([597.9594, 155.0000, 832.8125, 223.3333]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([ 816.1562,  176.6667, 1026.0250,  233.3333]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([ 76.6188, 320.0000, 444.7219, 791.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([144.9094, 171.6667, 216.5312, 233.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([108.2656, 161.6667, 153.2375, 236.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  4.9969, 531.6667, 584.6343, 725.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([204.8719, 385.0000, 368.1031, 486.6666]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([313.1375, 126.6667, 494.6906, 170.0000]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([399.7500, 171.6667, 674.5781, 240.0000]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([136.5813, 135.0000, 381.4282, 206.6667]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([851.1343, 136.6667, 869.4562, 168.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000, 156.6667,  49.9688, 236.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([764.5219, 180.0000, 817.8218, 256.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([806.1625, 131.6666, 826.1500, 151.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 26.6500, 198.3333, 118.2594, 236.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([666.2501, 216.6667, 836.1437, 255.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 844.4719,  218.3333, 1021.0281,  256.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([  0.0000, 366.6667,  78.2844, 565.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 989.3812,  183.3333, 1067.6656,  270.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 954.4031,  155.0000, 1065.9999,  221.6667]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([629.6063, 131.6667, 849.4687, 170.0000]), LABEL: truck (ID: 17), PROB: 1.0
BBOX: tensor([203.2063, 196.6667, 276.4937, 223.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([278.1594, 201.6667, 429.7312, 233.3333]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1066
