BBOX: tensor([374.7656, 376.6667, 511.3469, 496.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([557.9843, 230.0000, 812.8250, 553.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([429.7312, 563.3333, 592.9625, 624.9999]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([388.0906, 491.6667, 494.6906, 586.6666]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([228.1906, 441.6667, 328.1281, 508.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([306.4750, 325.0000, 448.0531, 406.6666]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([459.7125, 316.6666, 559.6500, 415.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([489.6938, 441.6667, 612.9501, 593.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([504.6843, 388.3333, 591.2969, 456.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([288.1531, 541.6666, 343.1187, 601.6666]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([  0.0000,  73.3333, 984.3843, 791.6666]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([459.7125, 565.0000, 506.3500, 586.6666]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([358.1094, 275.0000, 424.7344, 343.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([687.9031, 539.9999, 727.8781, 573.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([264.8344, 395.0000, 324.7968, 453.3333]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1066
