BBOX: tensor([482.0343, 301.1547, 565.1437, 471.1317]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([350.9062,  18.4758, 434.0156, 160.7390]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([458.0250,  14.7806, 690.7312, 182.9099]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([735.0562,  18.4757, 825.5532, 105.3118]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([831.0938, 567.2055, 916.0500, 624.4803]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 978.8438,   16.6282, 1163.5312,  227.2517]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 60.9469, 306.6974, 212.3906, 467.4365]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 936.3655,  304.8499, 1028.7094,  474.8268]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([330.5906, 548.7298, 426.6281, 689.1454]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 55.4062, 546.8822, 144.0562, 655.8892]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([301.0406, 670.6697, 445.0968, 707.6213]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([506.0437, 687.2979, 784.9218, 753.8106]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([439.5562, 140.4157, 602.0812, 192.1478]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 808.9312,  606.0046, 1074.8812,  696.5358]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 27.7031,  86.8361, 993.6187, 672.5173]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([779.3813, 304.8499, 873.5718, 521.0162]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1001.0062,  197.6905, 1156.1437,  277.1363]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([517.1249, 546.8821, 718.4343, 718.7067]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1015.7813,  543.1871, 1157.9906,  679.9077]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([890.1938, 299.3072, 949.2937, 472.9792]), LABEL: person (ID: 18), PROB: 1.0
IMAGE_INFO: 800, 1182
