BBOX: tensor([ 876.1187,  483.3333, 1065.9999,  653.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([   0.0000,  198.3333, 1067.6656,  791.6666]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([ 937.7468,   66.6666, 1037.6843,  205.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([816.1562,  41.6667, 926.0874, 155.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 29.9812,  58.3333, 114.9281, 220.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([359.7750,  71.6667, 421.4031, 165.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([569.6437,  95.0000, 652.9250, 160.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([671.2469,  85.0000, 702.8937, 136.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000, 105.0000,  44.9719, 215.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([429.7312, 436.6666, 584.6343, 649.9999]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 976.0562,   20.0000, 1065.9999,  143.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 897.7719,  473.3333, 1067.6656,  630.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([771.1844, 405.0000, 851.1343, 483.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([528.0031, 236.6667, 547.9905, 308.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([189.8812, 200.0000, 264.8344, 291.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 809.4937,  453.3333, 1067.6658,  698.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([577.9719, 260.0000, 686.2375, 366.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([478.0344, 246.6667, 529.6688, 323.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([837.8094,  83.3333, 897.7719, 333.3333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 809.4937,    0.0000, 1065.9999,   41.6667]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1066
