BBOX: tensor([592.6201, 557.1428, 697.3400, 630.9523]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([799.6801, 507.1428, 890.1201, 630.9523]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([1059.1001,  569.0476, 1185.2402,  738.0952]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([894.8801, 523.8095, 971.0401, 600.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([1104.3201,  373.8095, 1180.4801,  504.7619]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([806.8201, 450.0000, 913.9201, 759.5238]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([487.9000, 549.9999, 552.1600, 645.2380]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([385.5601, 197.6190, 561.6801, 790.4762]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 14.2800, 350.0000, 257.0400, 790.4762]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([659.2600, 466.6667, 728.2800, 685.7143]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([935.3400, 416.6667, 999.6000, 480.9524]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([778.2600, 476.1905, 828.2401, 545.2381]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([906.7800, 447.6190, 947.2400, 514.2858]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([326.0600, 390.4762, 342.7200, 423.8095]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([687.8200, 373.8095, 697.3400, 397.6190]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([723.5200, 373.8095, 733.0400, 397.6190]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([273.7000, 442.8572, 292.7400, 500.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([302.2600, 442.8572, 349.8600, 500.0000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([314.1600, 388.0953, 326.0601, 423.8095]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([228.4800, 440.4762, 276.0800, 497.6190]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([266.5600, 383.3333, 316.5400, 426.1904]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([706.8600, 373.8095, 716.3800, 395.2381]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([680.6801, 373.8095, 778.2601, 404.7619]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 909.1600,  326.1905, 1004.3600,  464.2857]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 906.7800,  478.5714, 1006.7400,  788.0952]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 968.6600,  700.0001, 1192.3800,  792.8571]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([552.1600, 388.0953, 621.1800, 423.8095]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([497.4200, 630.9523, 556.9200, 695.2381]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([111.8600, 485.7142, 214.2000, 571.4286]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([1013.8800,  450.0000, 1051.9601,  504.7619]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 119.0000,  347.6191, 1190.0000,  742.8572]), LABEL: person (ID: 18), PROB: 1.0
IMAGE_INFO: 800, 1190
