BBOX: tensor([ 184.5469,  127.0472, 1133.0781,  758.3127]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([430.6094, 561.7866, 700.4844, 792.0596]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000, 432.7544, 311.5469, 790.0745]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 799.7031,  696.7742, 1095.3750,  790.0745]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1148.9531,  498.2630, 1230.3125,  762.2829]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1029.8906,  680.8932, 1224.3594,  798.0149]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1012.0312,  474.4417, 1178.7188,  712.6551]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 960.4375,  466.5012, 1091.4062,  666.9976]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1168.7969,  468.4864, 1256.1094,  637.2209]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([271.8594, 533.9951, 478.2343, 792.0596]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 894.9531,  587.5931, 1031.8750,  734.4913]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([287.7344, 611.4144, 452.4375, 801.9850]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([1091.4062,  541.9355, 1139.0312,  581.6377]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 960.4375,  458.5608, 1033.8594,  537.9653]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([789.7812, 484.3672, 930.6718, 762.2829]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([170.6562, 470.4714, 224.2344, 520.0992]), LABEL: person (ID: 18), PROB: 1.0
IMAGE_INFO: 800, 1270
