BBOX: tensor([513.3489, 610.7406, 575.1757, 672.5641]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([646.3701, 592.0063, 798.1265, 687.5516]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([ 533.9579,  590.1328,  683.8408, 1071.6063]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 335.3630,  593.8796,  530.2108, 1101.5813]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([138.6417, 640.7156, 266.0422, 848.6672]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([359.7190, 672.5641, 485.2459, 901.1234]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([573.3021, 689.4250, 666.9789, 844.9203]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([269.7892, 595.7531, 337.2365, 764.3625]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([314.7541, 592.0063, 361.5926, 751.2485]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([355.9719, 592.0063, 391.5691, 659.4500]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 71.1944, 599.5000, 131.1475, 747.5016]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 22.4824, 603.2468,  74.9415, 711.9062]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([638.8760, 590.1329, 800.0000, 723.1469]), LABEL: truck (ID: 17), PROB: 1.0
BBOX: tensor([470.2576, 687.5516, 526.4636, 769.9828]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([507.7284, 367.1937, 801.8736, 578.8922]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([247.3068, 605.1204, 269.7893, 646.3359]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 112.4122,  565.7781,  296.0187, 1082.8469]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([453.3958, 608.8672, 539.5785, 940.4656]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([119.9063, 601.3735, 176.1124, 674.4376]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 69.3208, 575.1453, 148.0094, 608.8672]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 1199, 800
