BBOX: tensor([  0.0000, 300.8000, 976.4560, 778.6666]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([112.9960, 307.2000, 311.2720, 435.2000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([550.0560,   0.0000, 846.4040, 401.0667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 938.0800,  249.6001, 1068.1320,  770.1334]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([379.4960,   0.0000, 599.0920, 249.6000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([808.0280, 128.0000, 999.9080, 448.0001]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([307.0080,  93.8667, 571.3760, 349.8667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([194.0120,  42.6667, 341.1200, 337.0667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000,  12.8000, 106.6000, 362.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([377.3640, 369.0667, 980.7200, 789.3334]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 816.5560,    0.0000, 1068.1320,  251.7334]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([  0.0000,   0.0000, 411.4760, 249.6000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([264.3680, 488.5333, 332.5920, 518.4000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([315.5360, 535.4667, 360.3080, 563.2001]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([422.1360, 460.8000, 483.9640, 492.8000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([343.2520, 343.4667, 795.2359, 529.0668]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([447.7200, 646.4000, 483.9640, 669.8667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([136.4480, 691.2000, 164.1640, 710.4001]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1066
