BBOX: tensor([714.5531, 621.6666, 822.8187, 725.0000]), LABEL: car (ID: 5), PROB: 1.0
BBOX: tensor([231.5219, 303.3333, 612.9501, 420.0000]), LABEL: aeroplane (ID: 0), PROB: 1.0
BBOX: tensor([839.4749, 625.0000, 902.7687, 731.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([916.0938, 613.3333, 957.7344, 664.9999]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([696.2313, 636.6667, 724.5468, 693.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1014.3656,  610.0000, 1039.3500,  631.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([841.1407, 651.6667, 861.1281, 683.3334]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 967.7281,  578.3333, 1006.0375,  618.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([961.0656, 611.6667, 979.3875, 638.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([757.8593, 636.6666, 776.1812, 651.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([821.1531, 680.0000, 836.1437, 716.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 999.3751,  615.0000, 1019.3625,  635.0000]), LABEL: person (ID: 18), PROB: 1.0
IMAGE_INFO: 800, 1066
