BBOX: tensor([466.3750, 230.0000, 592.9624, 536.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([436.3938, 563.3333, 666.2501, 756.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([436.3938, 300.0000, 489.6938, 346.6667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([216.5312, 120.0000, 256.5063, 150.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([453.0500,  80.0000, 493.0250, 150.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([486.3625,  96.6667, 519.6750, 150.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([513.0125, 103.3333, 542.9937, 150.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([619.6124, 106.6667, 659.5875, 150.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([906.0999, 243.3333, 986.0499, 370.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([592.9625,  86.6667, 622.9438, 146.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([333.1250,  90.0000, 366.4375, 143.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 969.3937,  206.6666, 1006.0374,  350.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([369.7688, 120.0000, 406.4125, 143.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([1002.7062,  130.0000, 1039.3499,  163.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([   0.,    0., 1066.,  800.]), LABEL: person (ID: 18), PROB: 1.0
IMAGE_INFO: 800, 1066
