BBOX: tensor([421.4031, 451.6666, 521.3407, 555.0000]), LABEL: bicycle (ID: 1), PROB: 1.0
BBOX: tensor([376.4312, 381.6667, 396.4187, 433.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([428.0656, 373.3333, 503.0187, 536.6666]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([113.2625, 396.6666, 141.5781, 470.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([131.5844, 386.6667, 179.8875, 473.3334]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([163.2312, 390.0000, 196.5437, 468.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([542.9937, 371.6667, 566.3124, 438.3334]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([258.1719, 410.0000, 284.8219, 448.3333]), LABEL: bicycle (ID: 1), PROB: 1.0
BBOX: tensor([496.3562, 526.6667, 604.6219, 608.3334]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([574.6406, 288.3333, 697.8969, 598.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([398.0844, 375.0000, 418.0719, 431.6667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([278.1594, 390.0000, 304.8094, 453.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([348.1156, 385.0000, 364.7719, 443.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([679.5751, 385.0000, 709.5562, 445.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([339.7875, 381.6666, 353.1125, 440.0000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([324.7969, 380.0000, 343.1187, 443.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([   1.6656,  316.6667, 1066.0000,  486.6666]), LABEL: person (ID: 18), PROB: 1.0
IMAGE_INFO: 800, 1066
