BBOX: tensor([332.9813, 274.8235, 466.5500, 463.0588]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([457.1438, 323.7647, 500.4125, 365.1765]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([718.6375, 421.6471, 746.8563, 457.4118]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([558.7313, 214.5882, 660.3188, 291.7647]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([248.3250,   0.0000, 506.0562,  48.9412]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 58.3187, 274.8235, 120.4000, 333.1765]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([237.0375, 323.7647, 284.0688, 365.1765]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([152.3813, 344.4706, 274.6625, 385.8824]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([671.6063, 342.5882, 718.6375, 378.3529]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([688.5375, 359.5294, 729.9250, 395.2941]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([699.8250, 378.3530, 735.5688, 404.7059]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([637.7437, 303.0588, 701.7062, 352.0000]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1204
