BBOX: tensor([  0.0000, 302.9333, 332.5920, 791.4667]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 38.3760, 189.8667, 522.3400, 791.4667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([385.8920,  32.0000, 880.5160, 787.2000]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 703.5599,    0.0000, 1068.1320,  725.3334]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([588.4320,   0.0000, 963.6640, 405.3333]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([411.4760,   0.0000, 825.0840, 388.2667]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([324.0640, 541.8667, 430.6640, 565.3334]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([790.9720, 430.9334, 910.3640, 531.2000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([379.4960, 452.2667, 620.4119, 633.6000]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([769.6520, 452.2667, 848.5360, 507.7333]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([230.2560,   2.1333, 460.5120, 347.7334]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 784.5760,  371.2000, 1002.0400,  770.1334]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([262.2360, 377.6000, 801.6320, 791.4667]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1066
