BBOX: tensor([555.5812, 210.8787, 605.7844, 329.7071]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([532.1531, 215.8996, 568.9687, 348.1172]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([220.8937,   1.6737, 471.9094, 346.4435]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 661.0078,    5.0209, 1034.1843,  319.6653]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([759.7407, 209.2050, 819.9844, 267.7824]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([264.4031, 369.8745, 361.4625, 388.2845]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([783.1688, 169.0377, 836.7187, 215.8996]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([334.6875, 565.6904, 537.1734, 758.1590]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([232.6078, 436.8201, 798.2297, 738.0753]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([552.2343, 326.3598, 950.5125, 466.9456]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([786.5156, 281.1715, 901.9828, 314.6443]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 856.7999,  317.9916, 1019.1234,  374.8954]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([316.2797, 384.9372, 351.4218, 405.0209]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([349.7484, 246.0251, 393.2578, 272.8033]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([  0.0000,   6.6946, 334.6875, 465.2719]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([433.4203, 297.9079, 493.6640, 408.3682]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([307.9125, 351.4644, 333.0141, 379.9163]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([230.9344, 560.6694, 518.7656, 714.6443]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([   3.3469,  207.5314, 1019.1235,  789.9581]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1071
