BBOX: tensor([382.8453, 122.6415, 545.0359, 381.1321]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([456.3968, 250.9434, 603.5000, 466.0377]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([420.5641, 509.4339, 499.7735, 550.9434]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([452.6250, 532.0754, 503.5453, 562.2642]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([475.2563, 437.7358, 562.0093, 486.7925]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([727.9719, 269.8113, 769.4624, 286.7924]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([833.5843,  16.9811, 848.6719,  33.9623]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([543.1500, 543.3962, 777.0063, 790.5660]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([565.7812, 173.5849, 667.6218, 360.3773]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 829.8125,  398.1132, 1025.9498,  726.4151]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([807.1812,   0.0000, 882.6187, 196.2264]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 937.3109,  122.6415, 1148.5358,  454.7170]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([107.4984, 547.1698, 375.3015, 788.6793]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([271.5750, 337.7359, 448.8531, 643.3963]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([394.1609,  22.6415, 484.6859, 201.8868]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([196.1375,   0.0000, 356.4421, 407.5471]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 77.3234,   0.0000, 277.2328, 379.2453]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([505.4313, 632.0754, 550.6937, 713.2075]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([618.5874, 484.9056, 699.6828, 515.0944]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([590.2983, 388.6792, 643.1047, 420.7547]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([641.2188, 347.1698, 701.5687, 366.0377]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([752.4890, 241.5094, 792.0938, 258.4906]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([769.4624, 316.9811, 820.3828, 341.5095]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([277.2328, 658.4905, 399.8187, 716.9811]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([599.7280, 549.0566, 652.5344, 583.0188]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([330.0391, 571.6981, 480.9141, 688.6793]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([622.3594,  35.8491, 754.3750, 220.7547]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([260.2594, 645.2830, 356.4421, 679.2453]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([248.9437, 216.9812, 846.7859, 786.7925]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([665.7359, 205.6604, 910.9078, 432.0755]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([   1.8860,    1.8868, 1207.0000,  705.6603]), LABEL: person (ID: 18), PROB: 1.0
IMAGE_INFO: 800, 1207
