BBOX: tensor([617.3140, 144.1441, 797.4640, 473.2733]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([144.1200, 168.1682, 384.3200, 581.3814]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([852.7100, 314.7148, 915.1620, 398.7988]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([622.1179, 439.6396, 852.7100, 478.0781]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([907.9560, 458.8589, 989.6239, 485.2853]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([ 249.8080,  410.8108, 1167.3719,  595.7958]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([1080.9000,  144.1441, 1203.4020,  422.8228]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([783.0520, 391.5916, 927.1720, 410.8108]), LABEL: unknown (ID: 80), PROB: 1.0
BBOX: tensor([336.2800, 170.5706, 526.0380, 557.3574]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([ 886.3379,  160.9610, 1011.2420,  492.4925]), LABEL: person (ID: 18), PROB: 1.0
BBOX: tensor([446.7720, 470.8709, 518.8320, 533.3333]), LABEL: unknown (ID: 80), PROB: 1.0
IMAGE_INFO: 800, 1201
